System,River,ReturnYear,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4
Bristol Bay,Naknek,1984,3876353.265,0,0,4.30E-09,4.30E-09,0,4917.33409,1059832.787,1322933.664,2206.204979,0,17348.80272,761179.3881,704090.2279,1393.629995,0,958.3426384,1492.883451,0
Bristol Bay,Naknek,1985,4237309.745,0,0,3.93E-09,0,0,5105.335065,772537.9771,1633506.245,5049.531934,0,5872.94093,1344991.405,464176.5122,3.93E-09,0,6069.797914,3.93E-09,0
Bristol Bay,Naknek,1986,3991315.649,0,0,2.12E-09,0,0,2.10E-09,163880.6699,2360631.389,11988.32402,0,0,592812.2004,860503.6544,2.11E-09,0,2.11E-09,1499.410944,0
Bristol Bay,Naknek,1987,2319010.077,2.46E-09,2.47E-09,2.47E-09,2.48E-09,0,248.5589362,179535.9976,941344.9815,18750.7399,0,7908.848447,225871.8901,943847.4768,1501.5835,0,2.47E-09,0,0
Bristol Bay,Naknek,1988,1962972.634,0,2.19E-09,2.19E-09,2.19E-09,0,2109.991725,513736.3026,556011.8975,27630.39454,0,30951.34918,351039.2631,477076.065,4417.370207,0,2.19E-09,2.19E-09,0
Bristol Bay,Naknek,1989,3669831.296,0,4.40E-09,1525.857515,4.41E-09,0,7751.94957,828787.4424,827818.9655,5897.079661,682.944487,31776.93659,1575843.644,382132.6574,7613.818652,4.38E-09,4.40E-09,4.40E-09,0
Bristol Bay,Naknek,1990,8300331.6,0,2660.29076,5554.80522,3713.352925,0,4.66E-09,1858983.825,3274444.94,12059.87252,0,2489.480753,1612753.364,1527671.669,4.70E-09,0,4.69E-09,4.69E-09,0
Bristol Bay,Naknek,1991,9754424.632,0,3.85E-09,14665.40436,3.85E-09,0,0,369590.256,6684278.94,54935.12878,0,2471.607858,1219364.527,1407689.148,1429.620103,0,3.85E-09,3.85E-09,0
Bristol Bay,Naknek,1992,5222906.785,0,4.54E-09,4.55E-09,3069.008063,0,1191.78262,354737.9623,1244917.68,439131.495,0,31753.37205,616859.4699,2484591.124,37992.48784,0,4.54E-09,8662.403046,0
Bristol Bay,Naknek,1993,5577184.763,0,0,5.10E-09,0,0,5.10E-09,360910.2595,1120895.26,119538.6155,742.8045169,4535.829246,780077.4298,3148639.662,41844.90194,0,5.10E-09,5.10E-09,0
Bristol Bay,Naknek,1994,3700808.241,0,2264.593666,4.94E-09,4.94E-09,0,11436.80455,659726.8968,819386.6224,18881.1758,0,54894.24381,1406718.534,716195.4008,11303.96942,0,4.95E-09,4.94E-09,0
Bristol Bay,Naknek,1995,3440141.644,0,5.99E-09,5.99E-09,5.99E-09,0,0,451505.3643,911101.4391,5.99E-09,0,2602.94848,1531081.46,537975.152,3330.343681,0,2544.936312,5.99E-09,0
Bristol Bay,Naknek,1996,4662460.927,0,0,5617.721394,3.21E-09,0,122.4589834,158742.825,3533615.673,5004.68316,0,487.3689506,139216.1712,819654.025,3.21E-09,0,3.21E-09,3.21E-09,0
Bristol Bay,Naknek,1997,1910810.196,0,5.92E-05,0.000441146,5.42E-05,0,4949.923048,352180.9652,751849.0237,62714.27974,0,14445.34467,282464.8474,424425.0786,16163.59968,1617.125808,0.003685071,0.003609076,0
Bristol Bay,Naknek,1998,2365116.318,0,0,2.28E-09,0,0,8708.225467,504530.8275,1121937.808,11956.29408,0,17068.57596,430638.544,265278.3237,1458.442903,0,3539.276146,1.52E-09,0
Bristol Bay,Naknek,1999,4701483.591,0,0,0,0,0,1386.142703,2425255.5,758141.9526,24034.42479,0,502.1394684,730718.8383,761444.593,3.53E-09,0,3.53E-09,3.53E-09,0
Bristol Bay,Naknek,2000,3967486.108,0,0,0,282.6998219,0,0,340634.5661,3130745.328,1696.198931,0,0,117753.9995,376373.3158,0,0,2.08E-09,2.08E-09,0
Bristol Bay,Naknek,2001,5991184.941,0,0,1330.835062,0,0,1064.66805,97471.49744,5591154.338,68798.09609,2.48E-09,6840.812305,49654.19153,172127.9458,2742.556765,0,1.85E-09,1.85E-09,0
Bristol Bay,Naknek,2002,2813597.657,0,256.5380719,0,0,0,0,595642.3003,899635.5403,107358.6814,0,1475.207934,825499.8761,379239.6547,3335.437346,1.23E-09,897.8832518,256.5380719,0
Bristol Bay,Naknek,2003,4861853.116,0,0,0,0,0,2965.795458,713059.8881,1957153.568,15456.49202,1.48E-09,7565.741408,553804.8603,1604686.553,2675.551978,0,4484.665395,1.48E-09,0
Bristol Bay,Naknek,2004,4066709.704,0,0,317.2039186,0,0,0,1207028.865,1388588.216,17915.99225,0,3.72E-09,707967.1217,742520.1729,2229.29098,0,3.74E-09,3.74E-09,142.8408964
Bristol Bay,Naknek,2005,8765371.006,0,0,349.7967571,0,0,48568.92803,484233.3553,6824908.778,14886.72674,0,10587.79274,453896.9017,927938.7272,2.69E-09,0,2.69E-09,2.69E-09,0
Bristol Bay,Naknek,2006,5342241.085,0,0,2.66E-09,2.66E-09,0,8942.058903,1471105.544,2926493.297,79276.55998,0,1829.335286,396239.3882,454432.1177,1095.3672,0,1732.049803,1095.3672,0
Bristol Bay,Naknek,2007,8438491.674,0,0,0,0,0,0,3692037.193,3683675.678,50778.73211,0,3.25E-09,250688.4399,761311.6306,3.25E-09,0,3.25E-09,4.87E-09,0
Bristol Bay,Naknek,2008,9129940.883,0,0,3.32E-09,3.32E-09,0,36671.94716,986911.3369,7549811.975,93383.78182,3419.838013,3321.2007,247183.1873,209237.6166,3.32E-09,0,3.32E-09,3.32E-09,0
Bristol Bay,Naknek,2009,4912919.861,0,0,0,0,0,50441.696,1302924.771,1652172.792,279025.579,0,10574.39379,979063.1916,615269.0143,21791.88821,0,1656.535047,0,0
Bristol Bay,Naknek,2010,5436897.9,0,0,3.13E-09,3.13E-09,0,17540.54925,1657238.278,2255794.85,15654.86972,0,18821.23183,801427.1879,665454.3808,4966.552661,0,3.13E-09,0,0
Bristol Bay,Naknek,2011,5520113.23,0,0,994.304026,2.57E-09,0,23086.89526,1861894.759,1928248.118,24685.00168,0,14339.35668,717671.0662,947784.8369,1408.892367,0,2.58E-09,5.15E-09,0
Bristol Bay,Naknek,2012,3322918.241,0,0,88.5176538,2.87E-09,0,5414.946064,580269.3394,1539525.305,33266.28232,0,13079.86727,645374.1992,499064.3615,4193.92073,0,88.5176538,2552.984042,0
Bristol Bay,Naknek,2013,3074881.622,0,0,0,6.22E-09,0,97716.52038,457482.2503,1595287.098,31151.75992,1168.680675,5755.891185,360751.128,524183.9115,1305.010657,0,5.19E-09,79.37141868,0
Bristol Bay,Naknek,2014,5323139.586,0,0,92.57666123,0,0,82430.97198,3220884.811,889893.7609,6352.105497,0,37968.61709,396535.7606,688888.4057,92.57666123,0,3.30E-09,3.30E-09,0
Bristol Bay,Naknek,2015,6090439.231,0,0,0.146667309,0,0,11744.1874,2215738.196,2291356.322,564.2259439,0,41339.2105,1371746.636,157949.8621,0,0,0.444871232,0,0
Bristol Bay,Naknek,2016,5037024.128,0,0,0,0,0,61369.23716,2391536.698,1311129.436,1563.22081,0,5726.835848,864071.6338,399926.543,1700.522886,0,4.46E-09,4.46E-09,0
Bristol Bay,Naknek,2017,5975665.372,0,0,0,0,0,32824.06048,2742095.407,2012814.041,74.8001812,0,0,616529.7099,571249.2015,0,0,12.75925349,65.39242106,0
Bristol Bay,Naknek,2018,6926059.982,0,0,0,0,0,38702.04339,2955137.996,3315114.735,14097.79796,33.79735042,2345.881422,228371.8163,369747.8246,1967.883465,0,0,540.2064519,0
Bristol Bay,Naknek,2019,8824530.435,0,0,0,0,0,1204.876538,5261676.351,3159370.455,3882.085911,0,0.682850196,240535.0232,157853.5,0,0,0,7.460959556,0
Bristol Bay,Naknek,2020,10102211.96,0,0,0,0,0,57139.70966,2594704.992,7055600.987,4.73E-09,0,4.73E-09,282087.1013,112679.1662,0,0,4.73E-09,0,0
Bristol Bay,Naknek,2021,7180305.873,1.05E-06,1.05E-06,1.05E-06,1.05E-06,1.05E-06,27602.54037,4186127.645,2014709.369,67852.58643,1.05E-06,7239.538148,423070.2695,437104.7222,16599.20282,1.05E-06,1.05E-06,1.05E-06,1.05E-06
Bristol Bay,Naknek,2022,6455406.803,1.04E-06,1.04E-06,1.04E-06,1.04E-06,1.04E-06,2534.026385,2699792.583,2634429.636,5293.190362,1.04E-06,4078.605599,783505.2188,325060.9837,1.04E-06,1.04E-06,712.5594597,1.04E-06,1.04E-06
Bristol Bay,Naknek,2023,6895356.031,1.01E-06,1.01E-06,1.01E-06,1.01E-06,1.01E-06,34446.71341,1164266.397,4610666.96,86803.26291,1.01E-06,1364.760491,242830.2197,754343.9104,0.002713235,1.01E-06,633.8043449,1.01E-06,1.01E-06
Bristol Bay,Nushagak,1963,452397.6724,0,1.42E-08,39869.80375,1.25E-08,0,34662.90194,4.98E-07,311993.2711,1.26E-08,0,1.26E-07,65871.69559,3.91E-08,0,0,0,0,0
Bristol Bay,Nushagak,1964,266354.8793,0,6980.330211,51365.84782,3.027314953,0,6.76E-08,1.25E-07,1.43E-07,5.42E-09,0,0,169010.8463,38994.82768,0,0,0,0,0
Bristol Bay,Nushagak,1965,582186.3818,0,11313.93764,51758.96905,3589.195524,0,1451.002482,210435.6348,213741.4141,601.6318351,0,0,47669.84211,41624.75421,0,0,0,0,0
Bristol Bay,Nushagak,1966,411584.842,0,2.13E-08,19633.74109,2.47E-08,0,0.000459733,30.80855892,22240.48082,2224.923674,0,0,166547.306,188106.8929,0,0,12800.68845,0,0
Bristol Bay,Nushagak,1967,139628.9925,0,13963.98959,40442.48778,10664.78888,0,1.20E-07,1.47E-07,2.19E-07,2.22E-08,0,0,66347.76292,8209.963347,0,0,0,0,0
Bristol Bay,Nushagak,1968,218458.3535,0,2116.995964,9660.595001,38788.9233,0,2.70E-05,2.94E-05,4.96E-05,22924.70511,0,0,124685.0994,20282.03461,0,0,0,0,0
Bristol Bay,Nushagak,1969,184391.5651,0,4968.436701,13934.20232,1350.564204,0,669.8680471,86140.10876,51330.16311,226.3856659,0,7.63E-10,15074.15277,10697.68354,0,0,0,1.14E-09,0
Bristol Bay,Nushagak,1970,865759.5145,0,9147.924907,83442.93379,0,0,2290.057444,91353.33225,672473.5112,0,0,2.63E-09,5088.87342,1962.881511,0,0,0,0,0
Bristol Bay,Nushagak,1971,674291.3057,0,2.57E-08,26639.70722,1060.561545,0,7.46E-08,118677.0863,520070.5461,3.45E-06,0,7843.404526,4.87E-08,1.43E-07,0,0,0,0,0
Bristol Bay,Nushagak,1972,87174.07128,0,0,1.32E-09,0,0,0,35190.14661,47473.7888,1.78E-09,0,0,4510.135869,1.25E-09,0,0,0,0,0
Bristol Bay,Nushagak,1973,417125.0063,0,2653.718361,97506.88102,7853.863796,0.000251831,0,4814.987879,293844.5754,4048.090577,0.000246029,0,3.76E-09,6402.888774,8.21E-09,0,0,0,0
Bristol Bay,Nushagak,1974,252194.8131,0,1210.673054,3369.782616,5025.873237,0,3816.14182,127285.0388,66889.05854,2760.404468,0,486.2305095,36821.12876,4530.481335,0,0,0,0,0
Bristol Bay,Nushagak,1975,1053797.802,0,3598.438901,9601.371451,1.04E-08,0,0.004115051,0.985516489,12168.93574,4045.320726,0,0.757645511,745792.848,278589.1404,0,0,0,0,0
Bristol Bay,Nushagak,1976,1083587.25,0,4045.622725,75229.3132,0,0,0,71034.18375,807916.2337,3442.495114,0,0,28354.82294,93564.57856,0,0,0,0,0
Bristol Bay,Nushagak,1977,1096783.005,0,1111.573674,25301.72151,887.0156117,0,0,0.006575082,863254.6868,2596.490081,0,0,46130.07493,157501.4359,0,0,0,0,0
Bristol Bay,Nushagak,1978,1431831.669,0,15231.33367,3.28E-08,1815.776189,128.1474044,33597.73019,4.71E-06,1231778.496,7.45E-06,0,2.27E-07,61562.1412,87718.04453,0,0,0,0,0
Bristol Bay,Nushagak,1979,1048799.626,0,6032.604678,16604.0741,1.22E-08,0,0,622880.0563,69.63662419,12061.64072,0,0,347527.8339,43018.86729,0,0,604.9120848,0,0
Bristol Bay,Nushagak,1980,5389939.169,0,0,62380.83441,13547.77799,0,3.06E-09,190046.5424,4934293.184,7.65E-09,0,3.82E-09,154757.0808,34913.74906,0,0,0,0,0
Bristol Bay,Nushagak,1981,3875793.568,0,1.16E-08,16136.16225,9.76E-09,0,0,21273.97924,3422922.562,95362.89379,0,7963.625664,203259.6421,108874.7025,0,0,0,0,0
Bristol Bay,Nushagak,1982,4067177.594,0,72863.20497,345825.4113,63770.31764,2595.98895,9.68E-10,89106.41764,3028330.454,57970.41659,0,0,2.90E-09,406715.3826,0,0,0,0,0
Bristol Bay,Nushagak,1983,2159923.603,0,22436.20696,529083.8196,133718.0477,0,0,430996.6673,933191.7713,92537.4152,0,0,11883.06285,6076.612516,4.28E-08,0,4.04E-09,0,0
Bristol Bay,Nushagak,1984,1340820.435,0,30303.8836,523064.7794,1.36E-07,0,0,19768.344,767683.4276,4.55E-08,0,0,2.65E-09,3.74E-09,0,0,0,0,0
Bristol Bay,Nushagak,1985,995643.313,0,82470.02963,101602.1488,34504.48398,0,1194.615865,250006.0042,312947.3359,45525.50387,0,0,167393.1908,5.62E-09,0,0,0,0,0
Bristol Bay,Nushagak,1986,2379337.928,8.90E-08,115054.7119,420279.4083,8931.036861,0,275.8405432,125109.0281,1576924.657,8819.919131,0,0,2611.887391,121331.4386,0,0,0,0,0
Bristol Bay,Nushagak,1987,1380199.931,0,10147.15594,502453.4795,34030.6014,0,1.55E-05,233673.0593,594091.3031,5804.331395,0,0,1.74E-07,4.61E-07,6.69E-09,0,0,0,0
Bristol Bay,Nushagak,1988,1090076.227,0,85590.51352,218564.4094,111519.9023,0,0,46770.54122,543194.4507,71345.32744,0,0,5890.141174,6628.185665,572.7557029,0,0,0,0
Bristol Bay,Nushagak,1989,1190738.061,0,94281.42286,533284.5557,26533.24332,0,0,63478.09565,432522.5917,17209.83013,0,0,3961.820129,19466.50132,0,0,0,0,0
Bristol Bay,Nushagak,1990,1804526.255,0,174614.9908,803990.2061,63475.49296,0,0,98020.45328,638819.1254,20857.6808,0,0,2858.397397,1889.908319,0,0,0,0,0
Bristol Bay,Nushagak,1991,1628966.627,0,53519.95053,667893.3031,54040.47065,0,0,32993.81938,791155.338,18463.50614,0,0,2.43E-09,10900.23944,0,0,0,0,0
Bristol Bay,Nushagak,1992,1888874.174,0,87497.34276,450950.2456,217691.0628,0,0,206199.4889,660534.6882,200173.7284,0,0,15735.1581,50092.45905,6.60E-09,0,0,0,0
Bristol Bay,Nushagak,1993,2580049.132,0,108080.0633,463980.4373,110429.8141,0,0,105904.2348,1651453.312,122521.5079,0,0,5343.426962,11516.81722,819.518467,0,0,0,0
Bristol Bay,Nushagak,1994,1436463.301,0,13533.57707,588589.8911,19981.36583,0,400.6411556,37828.35543,693606.1359,72228.52919,0,0,1126.023026,7213.856392,1954.926164,0,0,0,0
Bristol Bay,Nushagak,1995,810994.8879,0,102933.0352,138115.6927,113334.8253,0,0,124515.3626,292042.1351,22474.67646,0,188.8039905,13238.50249,3919.950697,0,0,231.9033957,0,0
Bristol Bay,Nushagak,1996,1623168.657,0,41500.76197,340637.7565,4627.141436,0,0,130535.0651,1073214.744,8432.669609,0,0,2430.011369,21790.50665,0,0,0,0,0
Bristol Bay,Nushagak,1997,817646.8729,0,1503.921218,49450.25964,1046.624903,0,207.1069075,48386.28125,567660.1635,124084.2882,6.13E-05,0,9026.605584,10371.38373,5910.237947,0,0,2.45E-09,0
Bristol Bay,Nushagak,1998,991559.9184,0,2075.994927,28616.33437,2.16E-09,0,563.0127976,70182.15569,828614.679,56241.8938,0,1.85E-09,772.8944978,4492.953356,2.16E-09,0,2.46E-09,0,0
Bristol Bay,Nushagak,1999,451807.0459,0,0,0,0,0,0,62890.76412,277738.1282,102421.8044,0,0,5624.843417,3131.505732,1.09E-09,0,0,0,0
Bristol Bay,Nushagak,2000,1344618.296,0,0,0,0,0,0,363788.3909,925448.8191,7773.981012,0,0,13338.38224,34268.72317,0,0,0,0,0
Bristol Bay,Nushagak,2001,2093784.907,0,0,0,0,0,5.31E-09,37572.18941,1857241.286,186961.5354,0,0,4811.357861,7198.538599,0,0,0,0,0
Bristol Bay,Nushagak,2002,691785.0449,0,0,0,0,0,0,154933.5932,423104.9055,99273.38219,0,9.26E-10,4075.146171,10398.01781,0,0,0,0,0
Bristol Bay,Nushagak,2003,2409659.771,0,0,0,0,0,1.00E-09,88030.56957,2237868.857,27111.87207,0,1.00E-09,7352.300305,49296.17165,0,0,0,0,0
Bristol Bay,Nushagak,2004,2062487.122,0,0,0,0,0,0,240487.4919,1540416.417,207962.9592,3141.628384,0,13097.99294,57380.63262,2.41E-09,0,0,3.38E-09,0
Bristol Bay,Nushagak,2005,3672976.302,0,0,0,0,0,1.71E-09,256405.3752,3299219.835,77948.24254,0,0,5166.520495,34236.32916,5.13E-09,0,0,0,0
Bristol Bay,Nushagak,2006,2731826.271,0,7788.324051,31274.83575,6241.045972,0,1.77E-09,179949.0381,2113325.086,374845.0742,0,0,4763.344632,13639.52197,0,1.77E-09,0,0,0
Bristol Bay,Nushagak,2007,2469463.106,0,0,0,0,0,1.23E-09,388618.2029,1763507.718,257535.3852,1084.209542,0,30293.10408,24209.88802,4214.597926,0,0,0,3.07E-09
Bristol Bay,Nushagak,2008,1909482.51,0,5026.925813,66769.18191,18960.80323,0,2409.38372,194650.1174,1543092.121,68339.5712,363.3735773,0,1.14E-09,9871.03235,0,0,0,0,0
Bristol Bay,Nushagak,2009,2077745.767,0,0,0,0,0,1.11E-09,359162.589,1474123.862,216438.5902,0,0,5760.264664,22260.46146,0,0,0,0,0
Bristol Bay,Nushagak,2010,1206250.66,0,4695.942036,7279.433574,9543.302288,0,1034.016597,104739.8474,975338.1963,79377.85906,0,0,8747.680633,15494.38218,0,0,0,0,0
Bristol Bay,Nushagak,2011,1167743.475,0,2.63E-09,53636.48512,1441.066332,0,1273.498795,30883.2396,1017213.646,37100.34118,0,0,5282.213902,20912.98419,0,0,0,0,0
Bristol Bay,Nushagak,2012,1038209.038,0,997.7863524,10879.25041,9824.967828,0,627.3972206,163624.6001,750618.3105,94243.82628,0,0,2.32E-09,7392.899655,3.16E-09,0,0,0,0
Bristol Bay,Nushagak,2013,2010208.724,0,0,11309.44128,0,0,1.62E-09,97921.86939,1834715.031,54932.9006,0,0,4819.446015,6510.03563,0,0,0,0,0
Bristol Bay,Nushagak,2014,1510848.696,0,0,4535.098557,3410.251609,0,1.04E-09,203130.2959,1140499.816,142272.2604,0,1.04E-09,4715.282146,12285.69156,0,0,0,0,0
Bristol Bay,Nushagak,2015,2475860.199,0,0,18243.7547,0,0,9.49E-10,206783.8413,2223040.271,25691.45344,0,0,2100.878277,3.32E-09,3.80E-09,0,0,0,0
Bristol Bay,Nushagak,2016,2575667.306,0,0,9.100647877,3.32E-09,0,5632.105466,486257.7202,2060681.746,16029.99517,0,0,3339.268838,3717.369674,3.32E-09,0,0,0,0
Bristol Bay,Nushagak,2017,8199368.383,0,0,0,0,0,12587.68217,3586570.85,4407859.518,103137.5381,0,0,52482.21441,36730.58023,0,0,0,0,0
Bristol Bay,Nushagak,2018,9602178.934,0,0,5.46E-09,0,0,10214.1696,1124540.617,8286002.141,70631.02169,0,3.64E-09,13701.71407,97089.27043,0,0,0,5.46E-09,0
Bristol Bay,Nushagak,2019,4306596.069,0,0,0,0,0,7129.228087,504879.8482,3630434.378,38717.88519,0,30.89486684,65786.94837,59616.88651,0,0,0,0,0
Bristol Bay,Nushagak,2020,3625516.901,0,0,0,0,0,6001.989105,1701541.749,1871659.882,23052.62708,0,0,9783.418048,13477.23593,0,0,0,0,0
Bristol Bay,Nushagak,2021,15073788.64,1.06E-06,1.05E-06,1.05E-06,1.05E-06,1.05E-06,4749.0864,8584678.539,6222453.519,38872.30339,1.05E-06,1.06E-06,179594.7823,34035.75443,9404.651252,1.06E-06,1.05E-06,1.05E-06,1.05E-06
Bristol Bay,Nushagak,2022,16333545.25,1.05E-06,1.05E-06,1691.57388,1.05E-06,1.05E-06,2781.577346,1676444.682,14079471.93,111158.7914,1.05E-06,1.05E-06,366809.936,95186.75874,1.05E-06,1.05E-06,1.05E-06,1.05E-06,1.05E-06
Bristol Bay,Nushagak,2023,5448620.103,1.02E-06,1.02E-06,1.02E-06,1.02E-06,1.02E-06,14671.211,297019.89,4660214.277,112653.6447,1.02E-06,1311.633846,49533.08694,309663.8831,3552.476137,1.02E-06,1.02E-06,1.02E-06,1.02E-06
Bristol Bay,Ugashik,1963,679649.3233,0,0,0,0,0,867.0227582,27692.25494,165551.5869,996.9896607,0,3694.460639,440004.0497,40842.95869,0,0,9.04E-10,9.04E-10,0
Bristol Bay,Ugashik,1964,1305818.316,0,2.73E-09,0,0,0,67.68393074,937285.5075,60776.59321,0,0,5926.187767,248741.3424,53021.00128,0,0,3.96E-08,3.68E-05,0
Bristol Bay,Ugashik,1965,2884254.351,0,0,10770.48197,0,0,240.7328102,329872.1568,391311.6064,649.0657551,0,1262.440175,1997877.256,152270.6108,0,0,6.52E-09,6.49E-09,0
Bristol Bay,Ugashik,1966,1373739.277,0,0,699.0766994,0,0,0,77486.94449,484228.9077,961.8362299,0,754.0958122,273290.0035,531779.5765,1.84E-09,0,1451.849705,3086.986657,0
Bristol Bay,Ugashik,1967,440092.7962,0,0,1.06E-09,0,0,133.6643412,10883.54525,149927.9071,1165.811499,0,48.90159393,158144.0386,119788.9278,0,0,1.06E-09,1.06E-09,0
Bristol Bay,Ugashik,1968,149356.419,0,0,102.2324607,0,0,8.00E-10,18937.86196,21607.73133,79.3183804,0,10590.24329,77496.90994,20233.05527,266.3422098,0,8.04E-10,42.72415817,0
Bristol Bay,Ugashik,1969,301894.3017,0,373.2406611,0,0,0,100.5757757,47512.08655,8226.244154,2125.790854,0,2815.212772,220162.9083,20578.24262,0,0,2.15E-09,2.15E-09,0
Bristol Bay,Ugashik,1970,1052934.461,0,0,406.7626665,0,0,0,772415.7838,51187.1414,0,0,0,212639.5755,16285.19782,0,0,4.58E-09,4.57E-09,0
Bristol Bay,Ugashik,1971,1774596.391,0,1.67E-09,1.67E-09,117.0740652,0,0,98165.59422,1554968.786,549.0394994,0,1.68E-09,42250.33762,76457.56162,0,0,1793.836673,294.1617416,0
Bristol Bay,Ugashik,1972,131748.1836,0,0,6.37E-10,6.38E-10,0,111.0705327,16984.70868,54843.65947,228.3754488,0,0,42253.95694,17326.4125,6.38E-10,0,6.37E-10,6.37E-10,0
Bristol Bay,Ugashik,1973,63411.41371,0,0,4.46E-10,0,0,4.46E-10,4547.896004,10063.27094,4.46E-10,0,319.2605576,13507.6867,34931.51397,0,0,41.78554326,5.58E-10,0
Bristol Bay,Ugashik,1974,66751.57543,0,0,0,0,0,9.28E-10,3708.874626,5660.770215,9.28E-10,0,205.9280293,52667.52664,4394.110127,114.36579,0,9.28E-10,0,0
Bristol Bay,Ugashik,1975,525564.6941,0,0,0,0,0,2.48E-09,193375.6259,2799.241664,0,0,0,303315.5474,24457.54662,138.0136349,0,1478.718858,2.48E-09,0
Bristol Bay,Ugashik,1976,618700.6188,0,1.60E-07,1.18E-07,0,0,0,2.17E-07,4.05E-07,0,0,5.28E-07,573772.5589,1.99E-06,9.58E-08,0,44928.05993,2.15E-06,0
Bristol Bay,Ugashik,1977,429697.4125,0,9.15E-10,4466.563403,0,0,0,26044.94533,87270.62993,0,0,0,145198.4472,165880.3127,0,0,85.10698862,751.4069585,0
Bristol Bay,Ugashik,1978,97115.01504,0,0,1.44E-09,1.45E-09,0,1087.595011,9986.426849,6764.362176,1.45E-09,0,14009.59597,21376.56514,39457.83179,1722.907623,0,1743.937449,965.7930296,0
Bristol Bay,Ugashik,1979,2286731.621,0,1672.088014,0,0,0,3.92E-09,1565298.947,8384.855712,322.4602951,0,5168.95767,660051.9179,37293.97328,0,0,6039.361125,2499.059704,0
Bristol Bay,Ugashik,1980,4642573.239,0,2.38E-07,4.01E-06,0,0,792.3646295,2328526.869,578240.2072,4.59E-05,0,61271.85315,1608268.161,65473.78401,0,5.73E-08,1.15E-08,2.58E-08,0
Bristol Bay,Ugashik,1981,4078237.477,0,0,11007.958,0,0,0,642642.9297,1705027.675,0,0,0,1352579.361,365466.2764,0,0,1513.276994,2.78E-09,0
Bristol Bay,Ugashik,1982,2682649.725,0,0,7169.648898,0,0,22988.40741,245523.6896,1822598.002,8659.84834,0,3163.411038,230132.8212,341623.6856,790.211204,0,0,0,0
Bristol Bay,Ugashik,1983,4148448.418,0,0,4.45E-09,0,0,1117.261309,3310049.207,336577.3807,5812.766469,0,10427.29288,343911.615,138885.4909,4.45E-09,0,4.45E-09,1667.403585,0
Bristol Bay,Ugashik,1984,4166991.722,0,240.6319334,5235.63395,4.29E-09,0,861.9295973,1405682.335,786899.5208,4513.357891,0,35830.19086,1672860.701,253588.7662,1278.654905,0,4.29E-09,4.29E-09,0
Bristol Bay,Ugashik,1985,7940798.198,0,0,4923.248443,0,0,4612.329645,1742861.183,2168627.532,23148.85467,0,6623.384743,3340398.472,649603.1933,3.93E-09,0,3.93E-09,3.93E-09,0
Bristol Bay,Ugashik,1986,6727273.697,0,0,4885.735867,0,0,5.31E-09,325144.672,3026320.342,14429.13686,0,266.2396696,2261030.865,1090175.903,4902.933113,0,117.8696387,0,0
Bristol Bay,Ugashik,1987,2910012.707,271.1910717,1456.025053,11993.46136,1155.867998,0,74.22148091,733502.9645,680800.9525,3536.132108,0,3616.498955,543094.9183,929012.0158,1322.207007,0,176.2511743,0,0
Bristol Bay,Ugashik,1988,2155143.212,0,1889.857239,9752.746645,727.9527647,0,445.9509072,479102.5766,252201.2356,8557.771379,0,50457.48027,562361.8857,788805.7346,840.0198738,0,2.19E-09,2.19E-09,0
Bristol Bay,Ugashik,1989,5363340.071,0,5097.524082,8788.155165,4.42E-09,0,555.3932963,646743.3462,605094.4795,2965.71918,4.42E-09,1021.614628,3868563.228,221167.2011,2660.542888,4.43E-09,682.8671302,4.42E-09,0
Bristol Bay,Ugashik,1990,2712617.438,0,5014.246235,48370.47091,0,0,97.27947903,459249.5976,807793.1905,12415.94665,0,791.2514706,878253.7099,500631.7454,4.70E-09,0,4.71E-09,4.71E-09,0
Bristol Bay,Ugashik,1991,5959036.394,0,568.651506,7801.403352,46.7038321,0,1791.930327,856333.7353,2678328.794,2117.007329,0,11200.66137,1927859.185,470702.9789,3.86E-09,0,3.86E-09,2285.343055,0
Bristol Bay,Ugashik,1992,6341238.573,0,3611.655458,7709.127068,4.59E-09,0,5841.084237,470687.7705,1811306.189,77767.81046,0,33263.38118,1998210.958,1925221.38,5839.103682,0,1780.113742,4.59E-09,0
Bristol Bay,Ugashik,1993,6216697.591,0,0,8149.223267,0,0,973.0711573,928149.8406,795903.3665,13745.06563,0,13862.69827,2017208.907,2421156.589,17548.83003,0,1.79E-08,5.11E-09,0
Bristol Bay,Ugashik,1994,5569971.244,0,442.5303282,10683.00675,4.94E-09,0,6843.173039,374219.7132,407113.5001,19276.39343,0,12550.98046,2510466.391,2182844.236,39039.40324,0,6050.56602,441.3506606,0
Bristol Bay,Ugashik,1995,5912958,0,4731.035561,263.6311861,1406.934139,0,6376.272084,2063055.644,787820.6861,10738.14197,0,420.4296,2004494.789,1024308.942,1267.12774,0,9.01E-09,8074.366274,0
Bristol Bay,Ugashik,1996,5370652.681,0,1082.103165,59370.40199,3.23E-09,0,1969.609935,322825.1939,3857991.307,2495.31996,0,9211.459431,452473.686,662361.3706,872.2291156,0,2.86E-07,4.85E-09,0
