"broodYr","retYr","System","fwAge","oAge","ret"
2006,2013,"Kvichak",2,4,4.28517381599942
2006,2011,"Kvichak",3,1,0
2006,2012,"Kvichak",3,2,0.289762427949248
2006,2013,"Kvichak",3,3,0.259524330974079
2006,2014,"Kvichak",3,4,0
2007,2009,"Kvichak",0,1,0
2007,2010,"Kvichak",0,2,0
2007,2011,"Kvichak",0,3,1.92681527580629e-11
2007,2012,"Kvichak",0,4,1.76802089535328
2007,2013,"Kvichak",0,5,0
2007,2010,"Kvichak",1,1,3.12874022961581e-12
2007,2011,"Kvichak",1,2,1542.51961604364
2007,2012,"Kvichak",1,3,1853.1385504593
2007,2013,"Kvichak",1,4,5.95606097048843
2007,2014,"Kvichak",1,5,0
2007,2011,"Kvichak",2,1,24.3047110186645
2007,2012,"Kvichak",2,2,6975.69485383046
2007,2013,"Kvichak",2,3,2380.39653009255
2007,2014,"Kvichak",2,4,15.6231716477394
2007,2012,"Kvichak",3,1,0
2007,2013,"Kvichak",3,2,9.27564281609032e-12
2007,2014,"Kvichak",3,3,3.30055898768259e-12
2007,2015,"Kvichak",3,4,0
2008,2010,"Kvichak",0,1,0
2008,2011,"Kvichak",0,2,0
2008,2012,"Kvichak",0,3,5.36171635579695
2008,2013,"Kvichak",0,4,2.17086936077512e-11
2008,2014,"Kvichak",0,5,0
2008,2011,"Kvichak",1,1,0
2008,2012,"Kvichak",1,2,2680.27684883561
2008,2013,"Kvichak",1,3,1931.31627522207
2008,2014,"Kvichak",1,4,30.1576395309263
2008,2015,"Kvichak",1,5,0
2008,2012,"Kvichak",2,1,2.52116007667278
2008,2013,"Kvichak",2,2,1247.83125991962
2008,2014,"Kvichak",2,3,679.367620011474
2008,2015,"Kvichak",2,4,0
2008,2013,"Kvichak",3,1,0
2008,2014,"Kvichak",3,2,2.56065396177918
2008,2015,"Kvichak",3,3,0
2008,2016,"Kvichak",3,4,0
2009,2011,"Kvichak",0,1,0
2009,2012,"Kvichak",0,2,0
2009,2013,"Kvichak",0,3,0
2009,2014,"Kvichak",0,4,0
2009,2015,"Kvichak",0,5,0
2009,2012,"Kvichak",1,1,0
2009,2013,"Kvichak",1,2,741.126904984555
2009,2014,"Kvichak",1,3,1002.13974787987
2009,2015,"Kvichak",1,4,5.28387874815319
2009,2016,"Kvichak",1,5,0
2009,2013,"Kvichak",2,1,11.6140455213621
2009,2014,"Kvichak",2,2,9731.02915918795
2009,2015,"Kvichak",2,3,1396.18501086911
2009,2016,"Kvichak",2,4,4.4611302402675e-12
2009,2014,"Kvichak",3,1,0
2009,2015,"Kvichak",3,2,7.90808956473697
2009,2016,"Kvichak",3,3,4.45825816351667e-12
2009,2017,"Kvichak",3,4,0
2010,2012,"Kvichak",0,1,0
2010,2013,"Kvichak",0,2,0
2010,2014,"Kvichak",0,3,0.302972012548071
2010,2015,"Kvichak",0,4,0
2010,2016,"Kvichak",0,5,0
2010,2013,"Kvichak",1,1,3.04677577356257
2010,2014,"Kvichak",1,2,6056.26863210217
2010,2015,"Kvichak",1,3,5544.92775611702
2010,2016,"Kvichak",1,4,4.4611302402675e-12
2010,2017,"Kvichak",1,5,0
2010,2014,"Kvichak",2,1,87.4331591459845
2010,2015,"Kvichak",2,2,13230.4251395913
2010,2016,"Kvichak",2,3,851.679142034512
2010,2017,"Kvichak",2,4,0
2010,2015,"Kvichak",3,1,0
2010,2016,"Kvichak",3,2,3.73004944880064
2010,2017,"Kvichak",3,3,0.00415521905717742
2010,2018,"Kvichak",3,4,0
2011,2013,"Kvichak",0,1,0
2011,2014,"Kvichak",0,2,0
2011,2015,"Kvichak",0,3,0.0364918788981049
2011,2016,"Kvichak",0,4,0
2011,2017,"Kvichak",0,5,0
2011,2014,"Kvichak",1,1,4.59098176056788
2011,2015,"Kvichak",1,2,2846.06863972276
2011,2016,"Kvichak",1,3,2168.99919073739
2011,2017,"Kvichak",1,4,0.0487017993005396
2011,2018,"Kvichak",1,5,0.0085994394271596
2011,2015,"Kvichak",2,1,43.9503444786463
2011,2016,"Kvichak",2,2,2573.72923298511
2011,2017,"Kvichak",2,3,491.949802593286
2011,2018,"Kvichak",2,4,0.552858055181794
2011,2016,"Kvichak",3,1,0
2011,2017,"Kvichak",3,2,0.251543962926219
2011,2018,"Kvichak",3,3,0.322022355215182
2011,2019,"Kvichak",3,4,0
2012,2014,"Kvichak",0,1,0
2012,2015,"Kvichak",0,2,7.70331030263389
2012,2016,"Kvichak",0,3,0
2012,2017,"Kvichak",0,4,0
2012,2018,"Kvichak",0,5,0
2012,2015,"Kvichak",1,1,21.3010261316663
2012,2016,"Kvichak",1,2,8590.99449963888
2012,2017,"Kvichak",1,3,2635.00348041849
2012,2018,"Kvichak",1,4,1.90751124126054
2012,2019,"Kvichak",1,5,0
2012,2016,"Kvichak",2,1,3.70159332677488
2012,2017,"Kvichak",2,2,397.152816428096
2012,2018,"Kvichak",2,3,143.170080950416
2012,2019,"Kvichak",2,4,0
2012,2017,"Kvichak",3,1,0
2012,2018,"Kvichak",3,2,0
2012,2019,"Kvichak",3,3,0.005947629746082
2012,2020,"Kvichak",3,4,0
2013,2015,"Kvichak",0,1,0
2013,2016,"Kvichak",0,2,0
2013,2017,"Kvichak",0,3,0
2013,2018,"Kvichak",0,4,0
2013,2019,"Kvichak",0,5,0
2013,2016,"Kvichak",1,1,2.61571211105508
2013,2017,"Kvichak",1,2,3713.9311999689
2013,2018,"Kvichak",1,3,2789.27385254593
2013,2019,"Kvichak",1,4,13.1586331883232
2013,2020,"Kvichak",1,5,0
2013,2017,"Kvichak",2,1,2.15509602778341
2013,2018,"Kvichak",2,2,38.2693904294152
2013,2019,"Kvichak",2,3,32.2428981409941
2013,2020,"Kvichak",2,4,0
2013,2018,"Kvichak",3,1,0
2013,2019,"Kvichak",3,2,0
2013,2020,"Kvichak",3,3,0
2013,2021,"Kvichak",3,4,1.0508372452972e-09
2014,2016,"Kvichak",0,1,0
2014,2017,"Kvichak",0,2,0
2014,2018,"Kvichak",0,3,0
2014,2019,"Kvichak",0,4,0
2014,2020,"Kvichak",0,5,0
2014,2017,"Kvichak",1,1,9.83229644933951
2014,2018,"Kvichak",1,2,4484.06615121177
2014,2019,"Kvichak",1,3,2072.9300898514
2014,2020,"Kvichak",1,4,14.2600183103611
2014,2021,"Kvichak",1,5,1.05007556165815e-09
2014,2018,"Kvichak",2,1,4.88290127903163
2014,2019,"Kvichak",2,2,71.8017612738147
2014,2020,"Kvichak",2,3,3.35285834573492
2014,2021,"Kvichak",2,4,3.45916465019352e-07
2014,2019,"Kvichak",3,1,0
2014,2020,"Kvichak",3,2,4.72777241518868e-12
2014,2021,"Kvichak",3,3,1.05092814523161e-09
2014,2022,"Kvichak",3,4,1.04307411488826e-09
2015,2017,"Kvichak",0,1,0
2015,2018,"Kvichak",0,2,0
2015,2019,"Kvichak",0,3,0
2015,2020,"Kvichak",0,4,0
2015,2021,"Kvichak",0,5,1.05007556165815e-09
2015,2018,"Kvichak",1,1,4.22663751894376
2015,2019,"Kvichak",1,2,5743.11816955358
2015,2020,"Kvichak",1,3,7068.37086263619
2015,2021,"Kvichak",1,4,4.88916607067931
2015,2022,"Kvichak",1,5,1.04438701929108e-09
2015,2019,"Kvichak",2,1,0.000352971300990848
2015,2020,"Kvichak",2,2,119.279235687259
2015,2021,"Kvichak",2,3,243.444801521669
2015,2022,"Kvichak",2,4,1.04307411488826e-09
2015,2020,"Kvichak",3,1,0
2015,2021,"Kvichak",3,2,1.05103100532423e-09
2015,2022,"Kvichak",3,3,1.04308006265525e-09
2015,2023,"Kvichak",3,4,1.01567416284097e-09
2016,2018,"Kvichak",0,1,0
2016,2019,"Kvichak",0,2,0
2016,2020,"Kvichak",0,3,0
2016,2021,"Kvichak",0,4,1.0508372452972e-09
2016,2022,"Kvichak",0,5,1.04438701929108e-09
2016,2019,"Kvichak",1,1,3.01093665441462
2016,2020,"Kvichak",1,2,2659.89063181736
2016,2021,"Kvichak",1,3,1895.60864476637
2016,2022,"Kvichak",1,4,1.13863973635802
2016,2023,"Kvichak",1,5,1.01580082794876e-09
2016,2020,"Kvichak",2,1,4.72862378536807e-12
2016,2021,"Kvichak",2,2,577.513289703495
2016,2022,"Kvichak",2,3,174.28325566041
2016,2023,"Kvichak",2,4,1.75949980864904
2016,2021,"Kvichak",3,1,1.05135383462656e-09
2016,2022,"Kvichak",3,2,0.677368465765823
2016,2023,"Kvichak",3,3,1.01566311585962e-09
2017,2019,"Kvichak",0,1,0
2017,2020,"Kvichak",0,2,0
2017,2021,"Kvichak",0,3,1.05092814523161e-09
2017,2022,"Kvichak",0,4,1.04307411488826e-09
2017,2023,"Kvichak",0,5,1.01580082794876e-09
2017,2020,"Kvichak",1,1,1.51099094289287
2017,2021,"Kvichak",1,2,6164.74528905355
2017,2022,"Kvichak",1,3,4963.34592370977
2017,2023,"Kvichak",1,4,9.24741646576124
2017,2021,"Kvichak",2,1,8.43153745035109
2017,2022,"Kvichak",2,2,2091.24988189205
2017,2023,"Kvichak",2,3,1536.24224092957
2017,2022,"Kvichak",3,1,1.04449762391799e-09
2017,2023,"Kvichak",3,2,0.119982571380057
2018,2020,"Kvichak",0,1,0
2018,2021,"Kvichak",0,2,1.05103100532423e-09
2018,2022,"Kvichak",0,3,1.04308006265525e-09
2018,2023,"Kvichak",0,4,1.01567416284097e-09
2018,2021,"Kvichak",1,1,12.7347865283423
2018,2022,"Kvichak",1,2,6416.57051960836
2018,2023,"Kvichak",1,3,5597.03868300841
2018,2022,"Kvichak",2,1,1.04449762391799e-09
2018,2023,"Kvichak",2,2,367.10398740079
2018,2023,"Kvichak",3,1,1.01582422165593e-09
2019,2021,"Kvichak",0,1,1.05135383462656e-09
2019,2022,"Kvichak",0,2,1.04327703819582e-09
2019,2023,"Kvichak",0,3,1.01566311585962e-09
2019,2022,"Kvichak",1,1,1.04449762391799e-09
2019,2023,"Kvichak",1,2,1233.55099148997
2019,2023,"Kvichak",2,1,2.92105191842869
2020,2022,"Kvichak",0,1,1.04449762391799e-09
2020,2023,"Kvichak",0,2,1.01569481851204e-09
2020,2023,"Kvichak",1,1,11.3918167406766
2021,2023,"Kvichak",0,1,1.01582422165593e-09
1955,1963,"Alagnak",3,4,0
1956,1963,"Alagnak",1,5,0
1956,1963,"Alagnak",2,4,0
1956,1963,"Alagnak",3,3,8.97383959825892e-13
1956,1964,"Alagnak",3,4,0
1957,1963,"Alagnak",0,5,0
1957,1963,"Alagnak",1,4,0
1957,1964,"Alagnak",1,5,0
1957,1963,"Alagnak",2,3,13.4993987865245
1957,1964,"Alagnak",2,4,0
1957,1963,"Alagnak",3,2,8.98101120497911e-13
1957,1964,"Alagnak",3,3,1.56490725357031e-09
1957,1965,"Alagnak",3,4,0
1958,1963,"Alagnak",0,4,0
1958,1964,"Alagnak",0,5,0
1958,1963,"Alagnak",1,3,13.119730112112
1958,1964,"Alagnak",1,4,0
1958,1965,"Alagnak",1,5,0
1958,1963,"Alagnak",2,2,20.2191620337071
1958,1964,"Alagnak",2,3,8.5772970628815
1958,1965,"Alagnak",2,4,0
1958,1963,"Alagnak",3,1,0
1958,1964,"Alagnak",3,2,2.31742454758138e-10
1958,1965,"Alagnak",3,3,6.47274821769902e-12
1958,1966,"Alagnak",3,4,0
1959,1963,"Alagnak",0,3,0
1959,1964,"Alagnak",0,4,0
1959,1965,"Alagnak",0,5,0
1959,1963,"Alagnak",1,2,331.299990064692
1959,1964,"Alagnak",1,3,338.122232404937
1959,1965,"Alagnak",1,4,6.47274930884811e-12
1959,1966,"Alagnak",1,5,0
1959,1963,"Alagnak",2,1,5.94688772462506e-13
1959,1964,"Alagnak",2,2,286.85365940287
1959,1965,"Alagnak",2,3,50.7388937718332
1959,1966,"Alagnak",2,4,1.83384461668993e-12
1959,1964,"Alagnak",3,1,0
1959,1965,"Alagnak",3,2,0.772798921727466
1959,1966,"Alagnak",3,3,1.31232118843721
1959,1967,"Alagnak",3,4,0
1960,1963,"Alagnak",0,2,0
1960,1964,"Alagnak",0,3,0
1960,1965,"Alagnak",0,4,0
1960,1966,"Alagnak",0,5,0
1960,1963,"Alagnak",1,1,0
1960,1964,"Alagnak",1,2,121.361342761154
1960,1965,"Alagnak",1,3,116.448344108643
1960,1966,"Alagnak",1,4,1.83384461668993e-12
1960,1967,"Alagnak",1,5,0
1960,1964,"Alagnak",2,1,8.07157218338651e-09
1960,1965,"Alagnak",2,2,166.91493864006
1960,1966,"Alagnak",2,3,43.4288941591372
1960,1967,"Alagnak",2,4,0
1960,1965,"Alagnak",3,1,0
1960,1966,"Alagnak",3,2,1.83393131750121e-12
1960,1967,"Alagnak",3,3,1.07349935010011e-12
1960,1968,"Alagnak",3,4,0
1961,1963,"Alagnak",0,1,0
1961,1964,"Alagnak",0,2,1.39744342537255e-07
1961,1965,"Alagnak",0,3,0.727073816454792
1961,1966,"Alagnak",0,4,0
1961,1967,"Alagnak",0,5,0
1961,1964,"Alagnak",1,1,4.46851853051731
1961,1965,"Alagnak",1,2,50.2932450260829
1961,1966,"Alagnak",1,3,232.930743783171
1961,1967,"Alagnak",1,4,1.07023568731815e-12
1961,1968,"Alagnak",1,5,0
1961,1965,"Alagnak",2,1,6.47276373336896e-12
1961,1966,"Alagnak",2,2,6.13895631741
1961,1967,"Alagnak",2,3,1.07349935010011e-12
1961,1968,"Alagnak",2,4,8.08803322833379e-13
1961,1966,"Alagnak",3,1,0
1961,1967,"Alagnak",3,2,1.0750117076603e-12
1961,1968,"Alagnak",3,3,8.0897378321529e-13
1961,1969,"Alagnak",3,4,0
1962,1964,"Alagnak",0,1,0
1962,1965,"Alagnak",0,2,0
1962,1966,"Alagnak",0,3,1.83263578030635e-12
1962,1967,"Alagnak",0,4,0
1962,1968,"Alagnak",0,5,0
1962,1965,"Alagnak",1,1,11.9653139715437
1962,1966,"Alagnak",1,2,110.266243567286
1962,1967,"Alagnak",1,3,104.885029508684
1962,1968,"Alagnak",1,4,8.08803322833379e-13
1962,1969,"Alagnak",1,5,0
1962,1966,"Alagnak",2,1,0
1962,1967,"Alagnak",2,2,1.62632571067297
1962,1968,"Alagnak",2,3,22.5730166335278
1962,1969,"Alagnak",2,4,0
1962,1967,"Alagnak",3,1,0
1962,1968,"Alagnak",3,2,0.812611298777955
1962,1969,"Alagnak",3,3,2.15680963519131e-12
1962,1970,"Alagnak",3,4,0
1963,1965,"Alagnak",0,1,0
1963,1966,"Alagnak",0,2,0
1963,1967,"Alagnak",0,3,1.07349935010011e-12
1963,1968,"Alagnak",0,4,0
1963,1969,"Alagnak",0,5,0
1963,1966,"Alagnak",1,1,0
1963,1967,"Alagnak",1,2,231.001909353708
1963,1968,"Alagnak",1,3,151.684161192015
1963,1969,"Alagnak",1,4,2.15710687255908e-12
1963,1970,"Alagnak",1,5,0
1963,1967,"Alagnak",2,1,0.415023382200934
1963,1968,"Alagnak",2,2,30.953023329648
1963,1969,"Alagnak",2,3,0.819210986777643
1963,1970,"Alagnak",2,4,0
1963,1968,"Alagnak",3,1,0
1963,1969,"Alagnak",3,2,2.15687948322496e-12
1963,1970,"Alagnak",3,3,4.55315929170495e-12
1963,1971,"Alagnak",3,4,0
1964,1966,"Alagnak",0,1,0
1964,1967,"Alagnak",0,2,0
1964,1968,"Alagnak",0,3,8.0897378321529e-13
1964,1969,"Alagnak",0,4,0
1964,1970,"Alagnak",0,5,0
1964,1967,"Alagnak",1,1,6.37729762212629
1964,1968,"Alagnak",1,2,97.6504215483889
1964,1969,"Alagnak",1,3,90.731091836029
1964,1970,"Alagnak",1,4,0
1964,1971,"Alagnak",1,5,0
1964,1968,"Alagnak",2,1,1.88028152504957
1964,1969,"Alagnak",2,2,112.243297590412
1964,1970,"Alagnak",2,3,73.0175129050708
1964,1971,"Alagnak",2,4,0
1964,1969,"Alagnak",3,1,0
1964,1970,"Alagnak",3,2,4.55459520191294e-12
1964,1971,"Alagnak",3,3,1.65843912761874e-12
1964,1972,"Alagnak",3,4,0
1965,1967,"Alagnak",0,1,0
1965,1968,"Alagnak",0,2,0
1965,1969,"Alagnak",0,3,0
1965,1970,"Alagnak",0,4,0
1965,1971,"Alagnak",0,5,0
1965,1968,"Alagnak",1,1,8.48004184744772
1965,1969,"Alagnak",1,2,110.322958582639
1965,1970,"Alagnak",1,3,88.3478488845848
1965,1971,"Alagnak",1,4,5.49706030308381
1965,1972,"Alagnak",1,5,0
1965,1969,"Alagnak",2,1,0.50992968359188
1965,1970,"Alagnak",2,2,29.0402718764478
1965,1971,"Alagnak",2,3,17.5307969367517
1965,1972,"Alagnak",2,4,9.71791819301795e-13
1965,1970,"Alagnak",3,1,0
1965,1971,"Alagnak",3,2,1.65841552878805e-12
1965,1972,"Alagnak",3,3,6.49105091037515e-13
1965,1973,"Alagnak",3,4,0
1966,1968,"Alagnak",0,1,0
1966,1969,"Alagnak",0,2,2.15687948322496e-12
1966,1970,"Alagnak",0,3,4.55315929170495e-12
1966,1971,"Alagnak",0,4,1.65856275304339e-12
1966,1972,"Alagnak",0,5,0
1966,1969,"Alagnak",1,1,9.66246648980595
1966,1970,"Alagnak",1,2,304.544093668233
1966,1971,"Alagnak",1,3,229.2476170294
1966,1972,"Alagnak",1,4,9.71791819301795e-13
1966,1973,"Alagnak",1,5,0
1966,1970,"Alagnak",2,1,0
1966,1971,"Alagnak",2,2,13.3174626320725
1966,1972,"Alagnak",2,3,8.81222642033874
1966,1973,"Alagnak",2,4,0
1966,1971,"Alagnak",3,1,0
1966,1972,"Alagnak",3,2,6.49787373867388e-13
1966,1973,"Alagnak",3,3,4.46313522383945e-13
1966,1974,"Alagnak",3,4,0
1967,1969,"Alagnak",0,1,0
1967,1970,"Alagnak",0,2,0
1967,1971,"Alagnak",0,3,0.461169500360227
1967,1972,"Alagnak",0,4,1.29572242564562e-12
1967,1973,"Alagnak",0,5,0
1967,1970,"Alagnak",1,1,5.8297840867585
1967,1971,"Alagnak",1,2,260.360126735236
1967,1972,"Alagnak",1,3,52.1630660470705
1967,1973,"Alagnak",1,4,3.34789470951019e-13
1967,1974,"Alagnak",1,5,0
1967,1971,"Alagnak",2,1,2.3251893646584
1967,1972,"Alagnak",2,2,59.199567021546
1967,1973,"Alagnak",2,3,9.0098650701927
1967,1974,"Alagnak",2,4,0
1967,1972,"Alagnak",3,1,0
1967,1973,"Alagnak",3,2,4.46309930385454e-13
1967,1974,"Alagnak",3,3,0
1967,1975,"Alagnak",3,4,0
1968,1970,"Alagnak",0,1,0
1968,1971,"Alagnak",0,2,0.410639439228765
1968,1972,"Alagnak",0,3,6.49105091037515e-13
1968,1973,"Alagnak",0,4,0
1968,1974,"Alagnak",0,5,0
1968,1971,"Alagnak",1,1,8.14346251247989
1968,1972,"Alagnak",1,2,182.414447683053
1968,1973,"Alagnak",1,3,52.504168379925
1968,1974,"Alagnak",1,4,2.12956933443022
1968,1975,"Alagnak",1,5,0
1968,1972,"Alagnak",2,1,0
1968,1973,"Alagnak",2,2,0.685373335848824
1968,1974,"Alagnak",2,3,2.90442524298189
1968,1975,"Alagnak",2,4,2.47913391508326e-12
1968,1973,"Alagnak",3,1,0
1968,1974,"Alagnak",3,2,9.26288403843821e-13
1968,1975,"Alagnak",3,3,2.47916549875804e-12
1968,1976,"Alagnak",3,4,0
1969,1971,"Alagnak",0,1,0
1969,1972,"Alagnak",0,2,0
1969,1973,"Alagnak",0,3,5.57891903016334e-13
1969,1974,"Alagnak",0,4,0
1969,1975,"Alagnak",0,5,0
1969,1972,"Alagnak",1,1,7.0852196840766e-12
1969,1973,"Alagnak",1,2,1.35356258474515
1969,1974,"Alagnak",1,3,54.7565338009252
1969,1975,"Alagnak",1,4,0
1969,1976,"Alagnak",1,5,0
1969,1973,"Alagnak",2,1,0
1969,1974,"Alagnak",2,2,108.529167421717
1969,1975,"Alagnak",2,3,15.5453603760262
1969,1976,"Alagnak",2,4,1.02686710825617e-12
1969,1974,"Alagnak",3,1,0
1969,1975,"Alagnak",3,2,2.47915481636527e-12
1969,1976,"Alagnak",3,3,1.02731764771877e-12
1969,1977,"Alagnak",3,4,0
1970,1972,"Alagnak",0,1,0
1970,1973,"Alagnak",0,2,0
1970,1974,"Alagnak",0,3,0
1970,1975,"Alagnak",0,4,0
1970,1976,"Alagnak",0,5,0
1970,1973,"Alagnak",1,1,4.46384640164427e-13
1970,1974,"Alagnak",1,2,78.0274800440757
1970,1975,"Alagnak",1,3,58.4912016343907
1970,1976,"Alagnak",1,4,0
1970,1977,"Alagnak",1,5,0
1970,1974,"Alagnak",2,1,9.26187812321765e-13
1970,1975,"Alagnak",2,2,8.32009275050936
1970,1976,"Alagnak",2,3,0.802980124938575
1970,1977,"Alagnak",2,4,0
1970,1975,"Alagnak",3,1,0
1970,1976,"Alagnak",3,2,1.02790324739472e-12
1970,1977,"Alagnak",3,3,6.41146356095629e-12
1970,1978,"Alagnak",3,4,0
1971,1973,"Alagnak",0,1,0
1971,1974,"Alagnak",0,2,0
1971,1975,"Alagnak",0,3,0
1971,1976,"Alagnak",0,4,0
1971,1977,"Alagnak",0,5,0
1971,1974,"Alagnak",1,1,1.23255460274746
1971,1975,"Alagnak",1,2,28.8379158028944
1971,1976,"Alagnak",1,3,56.2038034880226
1971,1977,"Alagnak",1,4,0
1971,1978,"Alagnak",1,5,0
1971,1975,"Alagnak",2,1,0
1971,1976,"Alagnak",2,2,30.1231698122469
1971,1977,"Alagnak",2,3,207.343173211308
1971,1978,"Alagnak",2,4,1.01039812050492e-10
1971,1976,"Alagnak",3,1,0
1971,1977,"Alagnak",3,2,6.41137435373797e-12
1971,1978,"Alagnak",3,3,1.01186820311078
1971,1979,"Alagnak",3,4,0
1972,1974,"Alagnak",0,1,0
1972,1975,"Alagnak",0,2,0
1972,1976,"Alagnak",0,3,1.02731764771877e-12
1972,1977,"Alagnak",0,4,0
1972,1978,"Alagnak",0,5,0
1972,1975,"Alagnak",1,1,1.46213105593817
1972,1976,"Alagnak",1,2,70.3197172587099
1972,1977,"Alagnak",1,3,27.5721609527256
1972,1978,"Alagnak",1,4,1.49688610441306e-11
1972,1979,"Alagnak",1,5,0
1972,1976,"Alagnak",2,1,1.0263018204556e-12
1972,1977,"Alagnak",2,2,2.97670952157567e-11
1972,1978,"Alagnak",2,3,2.13645956369201e-10
1972,1979,"Alagnak",2,4,0
1972,1977,"Alagnak",3,1,0
1972,1978,"Alagnak",3,2,24.8135473463369
1972,1979,"Alagnak",3,3,7.59686092322609e-12
1972,1980,"Alagnak",3,4,0
1973,1975,"Alagnak",0,1,0
1973,1976,"Alagnak",0,2,1.02790324739472e-12
1973,1977,"Alagnak",0,3,6.86942524348745e-12
1973,1978,"Alagnak",0,4,3.09854886380714
1973,1979,"Alagnak",0,5,0
1973,1976,"Alagnak",1,1,0
1973,1977,"Alagnak",1,2,2.10659443090841e-11
1973,1978,"Alagnak",1,3,6.6866405200102
1973,1979,"Alagnak",1,4,1.37789295868572
1973,1980,"Alagnak",1,5,0
1973,1977,"Alagnak",2,1,0
1973,1978,"Alagnak",2,2,350.599519763644
1973,1979,"Alagnak",2,3,3.79843046161305e-11
1973,1980,"Alagnak",2,4,0
1973,1978,"Alagnak",3,1,0
1973,1979,"Alagnak",3,2,67.5118612755955
1973,1980,"Alagnak",3,3,83.6652652804554
1973,1981,"Alagnak",3,4,0
1974,1976,"Alagnak",0,1,0
1974,1977,"Alagnak",0,2,6.41137435373797e-12
1974,1978,"Alagnak",0,3,1.91067000745713
1974,1979,"Alagnak",0,4,0
1974,1980,"Alagnak",0,5,0
1974,1977,"Alagnak",1,1,0
1974,1978,"Alagnak",1,2,722.581359778921
1974,1979,"Alagnak",1,3,2.8488228459525e-11
1974,1980,"Alagnak",1,4,1.86697784643386
1974,1981,"Alagnak",1,5,0
1974,1978,"Alagnak",2,1,6.38785807830887e-11
1974,1979,"Alagnak",2,2,1551.29718495049
1974,1980,"Alagnak",2,3,0.000212863893700389
1974,1981,"Alagnak",2,4,0
1974,1979,"Alagnak",3,1,0
1974,1980,"Alagnak",3,2,0.000139271382524344
1974,1981,"Alagnak",3,3,13.2520724555749
1974,1982,"Alagnak",3,4,0
1975,1977,"Alagnak",0,1,0
1975,1978,"Alagnak",0,2,0
1975,1979,"Alagnak",0,3,0
1975,1980,"Alagnak",0,4,0
1975,1981,"Alagnak",0,5,0
1975,1978,"Alagnak",1,1,0
1975,1979,"Alagnak",1,2,8.16422606991052e-11
1975,1980,"Alagnak",1,3,467.274994785132
1975,1981,"Alagnak",1,4,0
1975,1982,"Alagnak",1,5,0
1975,1979,"Alagnak",2,1,3.22550071716767e-11
1975,1980,"Alagnak",2,2,2.42000187400006e-05
1975,1981,"Alagnak",2,3,492.798395639225
1975,1982,"Alagnak",2,4,2.29133900654207e-11
1975,1980,"Alagnak",3,1,62.2006104823183
1975,1981,"Alagnak",3,2,8.341391733827e-12
1975,1982,"Alagnak",3,3,0
1975,1983,"Alagnak",3,4,0
1976,1978,"Alagnak",0,1,0
1976,1979,"Alagnak",0,2,2.46825439341932e-11
1976,1980,"Alagnak",0,3,77.2574712808192
1976,1981,"Alagnak",0,4,0
1976,1982,"Alagnak",0,5,0
1976,1979,"Alagnak",1,1,3.79470672674585e-11
1976,1980,"Alagnak",1,2,1.30203502526552e-05
1976,1981,"Alagnak",1,3,157.897417413923
1976,1982,"Alagnak",1,4,2.20647459856215e-11
1976,1983,"Alagnak",1,5,0
1976,1980,"Alagnak",2,1,0.00146139377608859
1976,1981,"Alagnak",2,2,1.89349592362714e-09
1976,1982,"Alagnak",2,3,94.6487997569247
1976,1983,"Alagnak",2,4,14.903464468783
1976,1981,"Alagnak",3,1,0
1976,1982,"Alagnak",3,2,0
1976,1983,"Alagnak",3,3,6.6720748779757e-12
1976,1984,"Alagnak",3,4,0
1977,1979,"Alagnak",0,1,0
1977,1980,"Alagnak",0,2,1.001323529726e-05
1977,1981,"Alagnak",0,3,3.28681206641765
1977,1982,"Alagnak",0,4,0
1977,1983,"Alagnak",0,5,0
1977,1980,"Alagnak",1,1,163.393681931834
1977,1981,"Alagnak",1,2,2.87778014771251e-10
1977,1982,"Alagnak",1,3,689.174639419491
1977,1983,"Alagnak",1,4,3.5584400418184e-11
1977,1984,"Alagnak",1,5,0
1977,1981,"Alagnak",2,1,0
1977,1982,"Alagnak",2,2,2.63081103636135e-11
1977,1983,"Alagnak",2,3,145.046234689796
1977,1984,"Alagnak",2,4,0
1977,1982,"Alagnak",3,1,0
1977,1983,"Alagnak",3,2,6.67207546296614e-12
1977,1984,"Alagnak",3,3,1.75774207219621
1977,1985,"Alagnak",3,4,0
1978,1980,"Alagnak",0,1,0
1978,1981,"Alagnak",0,2,0
1978,1982,"Alagnak",0,3,8.48641765811234e-12
1978,1983,"Alagnak",0,4,0
1978,1984,"Alagnak",0,5,0
1978,1981,"Alagnak",1,1,0
1978,1982,"Alagnak",1,2,561.752380683031
1978,1983,"Alagnak",1,3,1026.21917470876
1978,1984,"Alagnak",1,4,15.3710608474303
1978,1985,"Alagnak",1,5,0
1978,1982,"Alagnak",2,1,0
1978,1983,"Alagnak",2,2,512.955087149749
1978,1984,"Alagnak",2,3,2.14151240254241e-11
1978,1985,"Alagnak",2,4,16.5367817638935
1978,1983,"Alagnak",3,1,0
1978,1984,"Alagnak",3,2,42.7496853914668
1978,1985,"Alagnak",3,3,3.9922516109325e-12
1978,1986,"Alagnak",3,4,0
1979,1981,"Alagnak",0,1,0
1979,1982,"Alagnak",0,2,0
1979,1983,"Alagnak",0,3,1.04481687113527
1979,1984,"Alagnak",0,4,6.42586024190429e-12
1979,1985,"Alagnak",0,5,0
1979,1982,"Alagnak",1,1,0
1979,1983,"Alagnak",1,2,947.783062132826
1979,1984,"Alagnak",1,3,81.1547648968063
