stock_broodyr_age,production_stock_name,production_stock_code,broodyr,returnyr,age,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,num_recruits,hatchery_supplementation,active_spawning_channel,major_spawn_events,run_size_type,age_comp_method,stock_ID_quality,big_bar_flag,exclude_SR_modelling_spawners,exclude_SR_modelling_recruits
Raft_1980_42,Raft,5,1980,1984,42,5418,2056,NA,NA,NA,47827,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1980_43,Raft,5,1980,1984,43,5418,2056,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1980_51,Raft,5,1980,1985,51,5418,2056,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1980_52,Raft,5,1980,1985,52,5418,2056,NA,NA,NA,3784,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1980_53,Raft,5,1980,1985,53,5418,2056,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1980_62,Raft,5,1980,1986,62,5418,2056,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1980_63,Raft,5,1980,1986,63,5418,2056,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1980_64,Raft,5,1980,1986,64,5418,2056,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1980_72,Raft,5,1980,1987,72,5418,2056,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_21,Raft,5,1981,1983,21,873,312,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_31,Raft,5,1981,1984,31,873,312,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_32,Raft,5,1981,1984,32,873,312,NA,NA,NA,29,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_41,Raft,5,1981,1985,41,873,312,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_42,Raft,5,1981,1985,42,873,312,NA,NA,NA,7366,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_43,Raft,5,1981,1985,43,873,312,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_51,Raft,5,1981,1986,51,873,312,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_52,Raft,5,1981,1986,52,873,312,NA,NA,NA,1244,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_53,Raft,5,1981,1986,53,873,312,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_62,Raft,5,1981,1987,62,873,312,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_63,Raft,5,1981,1987,63,873,312,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_64,Raft,5,1981,1987,64,873,312,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1981_72,Raft,5,1981,1988,72,873,312,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_21,Raft,5,1982,1984,21,2992,1533,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_31,Raft,5,1982,1985,31,2992,1533,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_32,Raft,5,1982,1985,32,2992,1533,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_41,Raft,5,1982,1986,41,2992,1533,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_42,Raft,5,1982,1986,42,2992,1533,NA,NA,NA,2509,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_43,Raft,5,1982,1986,43,2992,1533,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_51,Raft,5,1982,1987,51,2992,1533,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_52,Raft,5,1982,1987,52,2992,1533,NA,NA,NA,1233,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_53,Raft,5,1982,1987,53,2992,1533,NA,NA,NA,28,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_62,Raft,5,1982,1988,62,2992,1533,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_63,Raft,5,1982,1988,63,2992,1533,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_64,Raft,5,1982,1988,64,2992,1533,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1982_72,Raft,5,1982,1989,72,2992,1533,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_21,Raft,5,1983,1985,21,2857,1821,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_31,Raft,5,1983,1986,31,2857,1821,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_32,Raft,5,1983,1986,32,2857,1821,NA,NA,NA,38,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_41,Raft,5,1983,1987,41,2857,1821,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_42,Raft,5,1983,1987,42,2857,1821,NA,NA,NA,2855,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_43,Raft,5,1983,1987,43,2857,1821,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_51,Raft,5,1983,1988,51,2857,1821,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_52,Raft,5,1983,1988,52,2857,1821,NA,NA,NA,1196,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_53,Raft,5,1983,1988,53,2857,1821,NA,NA,NA,1512,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_62,Raft,5,1983,1989,62,2857,1821,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_63,Raft,5,1983,1989,63,2857,1821,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_64,Raft,5,1983,1989,64,2857,1821,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1983_72,Raft,5,1983,1990,72,2857,1821,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_21,Raft,5,1984,1986,21,19098,6701,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_31,Raft,5,1984,1987,31,19098,6701,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_32,Raft,5,1984,1987,32,19098,6701,NA,NA,NA,325,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_41,Raft,5,1984,1988,41,19098,6701,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_42,Raft,5,1984,1988,42,19098,6701,NA,NA,NA,32692,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_43,Raft,5,1984,1988,43,19098,6701,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_51,Raft,5,1984,1989,51,19098,6701,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_52,Raft,5,1984,1989,52,19098,6701,NA,NA,NA,14038,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_53,Raft,5,1984,1989,53,19098,6701,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_62,Raft,5,1984,1990,62,19098,6701,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_63,Raft,5,1984,1990,63,19098,6701,NA,NA,NA,8,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_64,Raft,5,1984,1990,64,19098,6701,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1984_72,Raft,5,1984,1991,72,19098,6701,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_21,Raft,5,1985,1987,21,3638,1922,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_31,Raft,5,1985,1988,31,3638,1922,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_32,Raft,5,1985,1988,32,3638,1922,NA,NA,NA,7,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_41,Raft,5,1985,1989,41,3638,1922,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_42,Raft,5,1985,1989,42,3638,1922,NA,NA,NA,2830,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_43,Raft,5,1985,1989,43,3638,1922,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_51,Raft,5,1985,1990,51,3638,1922,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_52,Raft,5,1985,1990,52,3638,1922,NA,NA,NA,1591,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_53,Raft,5,1985,1990,53,3638,1922,NA,NA,NA,105,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_62,Raft,5,1985,1991,62,3638,1922,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_63,Raft,5,1985,1991,63,3638,1922,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_64,Raft,5,1985,1991,64,3638,1922,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1985_72,Raft,5,1985,1992,72,3638,1922,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1986_21,Raft,5,1986,1988,21,2126,1080,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1986_31,Raft,5,1986,1989,31,2126,1080,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1986_32,Raft,5,1986,1989,32,2126,1080,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1986_41,Raft,5,1986,1990,41,2126,1080,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1986_42,Raft,5,1986,1990,42,2126,1080,NA,NA,NA,2902,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1986_43,Raft,5,1986,1990,43,2126,1080,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1986_51,Raft,5,1986,1991,51,2126,1080,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1986_52,Raft,5,1986,1991,52,2126,1080,NA,NA,NA,111,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1986_53,Raft,5,1986,1991,53,2126,1080,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1986_62,Raft,5,1986,1992,62,2126,1080,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1986_63,Raft,5,1986,1992,63,2126,1080,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1986_64,Raft,5,1986,1992,64,2126,1080,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1986_72,Raft,5,1986,1993,72,2126,1080,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1987_21,Raft,5,1987,1989,21,1512,723,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1987_31,Raft,5,1987,1990,31,1512,723,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1987_32,Raft,5,1987,1990,32,1512,723,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1987_41,Raft,5,1987,1991,41,1512,723,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1987_42,Raft,5,1987,1991,42,1512,723,NA,NA,NA,1399,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1987_43,Raft,5,1987,1991,43,1512,723,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1987_51,Raft,5,1987,1992,51,1512,723,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1987_52,Raft,5,1987,1992,52,1512,723,NA,NA,NA,2421,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1987_53,Raft,5,1987,1992,53,1512,723,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1987_62,Raft,5,1987,1993,62,1512,723,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1987_63,Raft,5,1987,1993,63,1512,723,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1987_64,Raft,5,1987,1993,64,1512,723,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1987_72,Raft,5,1987,1994,72,1512,723,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1988_21,Raft,5,1988,1990,21,19857,9207,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1988_31,Raft,5,1988,1991,31,19857,9207,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1988_32,Raft,5,1988,1991,32,19857,9207,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1988_41,Raft,5,1988,1992,41,19857,9207,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1988_42,Raft,5,1988,1992,42,19857,9207,NA,NA,NA,41783,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1988_43,Raft,5,1988,1992,43,19857,9207,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1988_51,Raft,5,1988,1993,51,19857,9207,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1988_52,Raft,5,1988,1993,52,19857,9207,NA,NA,NA,8304,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1988_53,Raft,5,1988,1993,53,19857,9207,NA,NA,NA,88,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1988_62,Raft,5,1988,1994,62,19857,9207,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1988_63,Raft,5,1988,1994,63,19857,9207,NA,NA,NA,310,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1988_64,Raft,5,1988,1994,64,19857,9207,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1988_72,Raft,5,1988,1995,72,19857,9207,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1989_21,Raft,5,1989,1991,21,1647,925,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1989_31,Raft,5,1989,1992,31,1647,925,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1989_32,Raft,5,1989,1992,32,1647,925,NA,NA,NA,7,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1989_41,Raft,5,1989,1993,41,1647,925,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1989_42,Raft,5,1989,1993,42,1647,925,NA,NA,NA,7357,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1989_43,Raft,5,1989,1993,43,1647,925,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1989_51,Raft,5,1989,1994,51,1647,925,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1989_52,Raft,5,1989,1994,52,1647,925,NA,NA,NA,3935,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1989_53,Raft,5,1989,1994,53,1647,925,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1989_62,Raft,5,1989,1995,62,1647,925,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1989_63,Raft,5,1989,1995,63,1647,925,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1989_64,Raft,5,1989,1995,64,1647,925,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1989_72,Raft,5,1989,1996,72,1647,925,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_21,Raft,5,1990,1992,21,630,412,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_31,Raft,5,1990,1993,31,630,412,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1990_32,Raft,5,1990,1993,32,630,412,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1990_41,Raft,5,1990,1994,41,630,412,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_42,Raft,5,1990,1994,42,630,412,NA,NA,NA,1610,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_43,Raft,5,1990,1994,43,630,412,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_51,Raft,5,1990,1995,51,630,412,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_52,Raft,5,1990,1995,52,630,412,NA,NA,NA,934,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_53,Raft,5,1990,1995,53,630,412,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_62,Raft,5,1990,1996,62,630,412,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_63,Raft,5,1990,1996,63,630,412,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_64,Raft,5,1990,1996,64,630,412,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1990_72,Raft,5,1990,1997,72,630,412,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_21,Raft,5,1991,1993,21,464,264,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Raft_1991_31,Raft,5,1991,1994,31,464,264,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_32,Raft,5,1991,1994,32,464,264,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_41,Raft,5,1991,1995,41,464,264,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_42,Raft,5,1991,1995,42,464,264,NA,NA,NA,908,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_43,Raft,5,1991,1995,43,464,264,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_51,Raft,5,1991,1996,51,464,264,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_52,Raft,5,1991,1996,52,464,264,NA,NA,NA,553,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_53,Raft,5,1991,1996,53,464,264,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_62,Raft,5,1991,1997,62,464,264,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_63,Raft,5,1991,1997,63,464,264,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_64,Raft,5,1991,1997,64,464,264,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1991_72,Raft,5,1991,1998,72,464,264,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_21,Raft,5,1992,1994,21,8242,4112,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_31,Raft,5,1992,1995,31,8242,4112,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_32,Raft,5,1992,1995,32,8242,4112,NA,NA,NA,6,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_41,Raft,5,1992,1996,41,8242,4112,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_42,Raft,5,1992,1996,42,8242,4112,NA,NA,NA,65321,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_43,Raft,5,1992,1996,43,8242,4112,NA,NA,NA,8,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_51,Raft,5,1992,1997,51,8242,4112,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_52,Raft,5,1992,1997,52,8242,4112,NA,NA,NA,2024,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_53,Raft,5,1992,1997,53,8242,4112,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_62,Raft,5,1992,1998,62,8242,4112,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_63,Raft,5,1992,1998,63,8242,4112,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_64,Raft,5,1992,1998,64,8242,4112,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1992_72,Raft,5,1992,1999,72,8242,4112,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_21,Raft,5,1993,1995,21,5047,2934,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_31,Raft,5,1993,1996,31,5047,2934,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_32,Raft,5,1993,1996,32,5047,2934,NA,NA,NA,24,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_41,Raft,5,1993,1997,41,5047,2934,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_42,Raft,5,1993,1997,42,5047,2934,NA,NA,NA,22386,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_43,Raft,5,1993,1997,43,5047,2934,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_51,Raft,5,1993,1998,51,5047,2934,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_52,Raft,5,1993,1998,52,5047,2934,NA,NA,NA,10727,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_53,Raft,5,1993,1998,53,5047,2934,NA,NA,NA,65,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_62,Raft,5,1993,1999,62,5047,2934,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_63,Raft,5,1993,1999,63,5047,2934,NA,NA,NA,396,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_64,Raft,5,1993,1999,64,5047,2934,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1993_72,Raft,5,1993,2000,72,5047,2934,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_21,Raft,5,1994,1996,21,1712,800,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_31,Raft,5,1994,1997,31,1712,800,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_32,Raft,5,1994,1997,32,1712,800,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_41,Raft,5,1994,1998,41,1712,800,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_42,Raft,5,1994,1998,42,1712,800,NA,NA,NA,4738,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_43,Raft,5,1994,1998,43,1712,800,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_51,Raft,5,1994,1999,51,1712,800,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_52,Raft,5,1994,1999,52,1712,800,NA,NA,NA,22745,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_53,Raft,5,1994,1999,53,1712,800,NA,NA,NA,989,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_62,Raft,5,1994,2000,62,1712,800,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_63,Raft,5,1994,2000,63,1712,800,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_64,Raft,5,1994,2000,64,1712,800,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1994_72,Raft,5,1994,2001,72,1712,800,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_21,Raft,5,1995,1997,21,1046,682,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_31,Raft,5,1995,1998,31,1046,682,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_32,Raft,5,1995,1998,32,1046,682,NA,NA,NA,41,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_41,Raft,5,1995,1999,41,1046,682,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_42,Raft,5,1995,1999,42,1046,682,NA,NA,NA,22745,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_43,Raft,5,1995,1999,43,1046,682,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_51,Raft,5,1995,2000,51,1046,682,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_52,Raft,5,1995,2000,52,1046,682,NA,NA,NA,4484,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_53,Raft,5,1995,2000,53,1046,682,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_62,Raft,5,1995,2001,62,1046,682,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_63,Raft,5,1995,2001,63,1046,682,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_64,Raft,5,1995,2001,64,1046,682,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1995_72,Raft,5,1995,2002,72,1046,682,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1996_21,Raft,5,1996,1998,21,46615,21381,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Raft_1996_31,Raft,5,1996,1999,31,46615,21381,NA,NA,NA,593,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
